,date,time,comp,round,day,venue,result,gf,ga,opponent,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,pk,pkatt,season,team
21,2017-01-21,21:06,Liga MX,Clausura 2017 Regular Season,Sat,Away,W,1,0,Guadalajara,38.0,35412.0,Juan Carlos Valenzuela,5-3-2,Jonathan Hernández,Match Report,,0,0,,0,0,2017,Tijuana
22,2017-01-27,19:00,Liga MX,Clausura 2017 Regular Season,Fri,Home,W,1,0,Cruz Azul,47.0,27333.0,Juan Carlos Valenzuela,5-3-2,Paul Delgadillo,Match Report,,0,0,,0,0,2017,Tijuana
23,2017-02-04,19:06,Liga MX,Clausura 2017 Regular Season,Sat,Away,W,4,2,León,50.0,20166.0,Juan Carlos Valenzuela,5-3-2,Óscar Macias,Match Report,,0,0,,2,2,2017,Tijuana
24,2017-02-10,19:00,Liga MX,Clausura 2017 Regular Season,Fri,Home,L,1,2,Necaxa,66.0,27333.0,Juan Carlos Valenzuela,4-4-2,Jorge Rojas,Match Report,,0,0,,0,0,2017,Tijuana
25,2017-02-19,12:00,Liga MX,Clausura 2017 Regular Season,Sun,Away,D,3,3,UNAM,36.0,25122.0,Juan Carlos Valenzuela,4-4-2,Marco Antonio Nava,Match Report,,0,0,,0,0,2017,Tijuana
26,2017-02-24,19:00,Liga MX,Clausura 2017 Regular Season,Fri,Home,W,2,0,Monterrey,57.0,26733.0,Juan Carlos Valenzuela,4-3-3,Jorge Pérez,Match Report,,0,0,,0,0,2017,Tijuana
27,2017-03-03,19:00,Liga MX,Clausura 2017 Regular Season,Fri,Home,L,2,3,Pachuca,43.0,27333.0,Juan Carlos Valenzuela,4-4-2,César Arturo Ramos,Match Report,,0,0,,0,0,2017,Tijuana
28,2017-03-17,20:00,Liga MX,Clausura 2017 Regular Season,Fri,Home,D,1,1,Santos,61.0,26833.0,Juan Carlos Valenzuela,4-3-3,Erick Yair Miranda,Match Report,,0,0,,0,0,2017,Tijuana
29,2017-04-01,19:00,Liga MX,Clausura 2017 Regular Season,Sat,Away,D,3,3,Atlas,37.0,25867.0,Juan Carlos Valenzuela,4-3-3,Andonai Escobedo,Match Report,,0,0,,1,1,2017,Tijuana
30,2017-04-07,19:00,Liga MX,Clausura 2017 Regular Season,Fri,Home,D,0,0,América,52.0,27333.0,Juan Carlos Valenzuela,4-3-3,Luis Santander,Match Report,,0,0,,0,0,2017,Tijuana
31,2017-04-12,19:00,Liga MX,Clausura 2017 Regular Season,Wed,Away,W,1,0,Querétaro,39.0,18906.0,Juan Carlos Valenzuela,4-4-2,Miguel Flores,Match Report,,0,0,,1,1,2017,Tijuana
32,2017-04-15,17:00,Liga MX,Clausura 2017 Regular Season,Sat,Away,W,2,1,Chiapas,42.0,12346.0,Juan Carlos Valenzuela,4-3-3,Fernando Hernández,Match Report,,0,0,,0,0,2017,Tijuana
33,2017-04-21,19:00,Liga MX,Clausura 2017 Regular Season,Fri,Home,W,2,0,Toluca,47.0,27333.0,Juan Carlos Valenzuela,4-4-2,Roberto Ríos Jacome,Match Report,,0,0,,0,0,2017,Tijuana
34,2017-04-29,19:00,Liga MX,Clausura 2017 Regular Season,Sat,Away,L,0,3,UANL,33.0,41217.0,Juan Carlos Valenzuela,4-3-3,Jorge Pérez,Match Report,,0,0,,0,0,2017,Tijuana
35,2017-05-06,19:00,Liga MX,Clausura 2017 Regular Season,Sat,Home,W,1,0,Veracruz,59.0,20133.0,Juan Carlos Valenzuela,4-3-3,Paul Delgadillo,Match Report,,0,0,,0,0,2017,Tijuana
36,2017-05-11,19:30,Liga MX,Quarter-finals,Thu,Away,L,0,1,Morelia,51.0,26679.0,Juan Carlos Valenzuela,4-3-3,Erick Yair Miranda,Match Report,Leg 1 of 2,0,0,,0,0,2017,Tijuana
37,2017-05-14,18:00,Liga MX,Quarter-finals,Sun,Home,W,2,0,Morelia,54.0,27333.0,Juan Carlos Valenzuela,4-3-3,Óscar Macias,Match Report,Leg 2 of 2; Tijuana won,0,0,,0,0,2017,Tijuana
38,2017-05-18,21:30,Liga MX,Semi-finals,Thu,Away,L,0,2,UANL,35.0,41426.0,Juan Carlos Valenzuela,5-3-2,Marco Antonio Nava,Match Report,Leg 1 of 2,0,0,,0,0,2017,Tijuana
39,2017-05-21,18:00,Liga MX,Semi-finals,Sun,Home,L,0,2,UANL,44.0,41426.0,Guido Rodríguez,4-4-2,Jorge Pérez,Match Report,Leg 2 of 2; UANL won,0,0,,0,0,2017,Tijuana
0,2016-07-16,19:05,Liga MX,Apertura 2016 Regular Season,Sat,Home,W,5,1,León,58.0,23298.0,Erick Gutiérrez,4-2-3-1,Uriel Olvera,Match Report,,0,0,,0,0,2017,Pachuca
1,2016-07-23,17:00,Liga MX,Apertura 2016 Regular Season,Sat,Away,W,2,0,Chiapas,59.0,14854.0,Erick Gutiérrez,4-2-3-1,Jonathan Hernández,Match Report,,0,0,,0,1,2017,Pachuca
2,2016-07-30,19:06,Liga MX,Apertura 2016 Regular Season,Sat,Home,W,1,0,Necaxa,51.0,26780.0,Óscar Pérez Rojas,4-2-3-1,Oscar Mejia,Match Report,,0,0,,0,0,2017,Pachuca
3,2016-08-07,12:45,Liga MX,Apertura 2016 Regular Season,Sun,Away,L,0,2,Toluca,51.0,13476.0,Óscar Pérez Rojas,4-2-3-1,Andonai Escobedo,Match Report,,0,0,,0,0,2017,Pachuca
4,2016-08-13,19:06,Liga MX,Apertura 2016 Regular Season,Sat,Home,W,3,0,UNAM,54.0,25129.0,Óscar Pérez Rojas,4-2-3-1,Óscar Macias,Match Report,,0,0,,0,1,2017,Pachuca
5,2016-08-20,19:00,Liga MX,Apertura 2016 Regular Season,Sat,Away,L,2,4,UANL,54.0,41469.0,Erick Gutiérrez,4-3-3,Fernando Hernández,Match Report,,0,0,,0,0,2017,Pachuca
6,2016-08-27,19:06,Liga MX,Apertura 2016 Regular Season,Sat,Home,D,1,1,Monterrey,31.0,24780.0,Erick Gutiérrez,4-1-4-1,Alfredo Peñaloza,Match Report,,0,0,,0,0,2017,Pachuca
7,2016-09-09,21:00,Liga MX,Apertura 2016 Regular Season,Fri,Away,L,0,1,Veracruz,50.0,15199.0,Erick Gutiérrez,4-1-4-1,Roberto García,Match Report,,0,0,,0,0,2017,Pachuca
8,2016-09-17,19:06,Liga MX,Apertura 2016 Regular Season,Sat,Home,D,2,2,Tijuana,50.0,26345.0,Erick Gutiérrez,4-3-3,Jorge Rojas,Match Report,,0,0,,0,0,2017,Pachuca
9,2016-09-20,19:00,Liga MX,Apertura 2016 Regular Season,Tue,Away,W,5,1,Morelia,52.0,20912.0,Erick Gutiérrez,4-3-3,César Arturo Ramos,Match Report,,0,0,,3,3,2017,Pachuca
10,2016-09-24,19:06,Liga MX,Apertura 2016 Regular Season,Sat,Home,W,2,0,Querétaro,59.0,21371.0,Erick Gutiérrez,4-3-3,Fernando Hernández,Match Report,,0,0,,1,2,2017,Pachuca
11,2016-10-02,18:00,Liga MX,Apertura 2016 Regular Season,Sun,Away,D,1,1,Puebla,58.0,26166.0,Erick Gutiérrez,4-3-3,Luis Santander,Match Report,,0,0,,0,0,2017,Pachuca
12,2016-10-15,19:06,Liga MX,Apertura 2016 Regular Season,Sat,Home,W,3,0,Santos,66.0,22608.0,Erick Gutiérrez,4-3-3,Roberto García,Match Report,,0,0,,1,1,2017,Pachuca
13,2016-10-23,20:00,Liga MX,Apertura 2016 Regular Season,Sun,Away,W,2,1,Guadalajara,30.0,30912.0,Erick Gutiérrez,4-3-3,Erick Yair Miranda,Match Report,,0,0,,0,0,2017,Pachuca
14,2016-10-29,20:06,Liga MX,Apertura 2016 Regular Season,Sat,Home,W,3,2,Atlas,44.0,25044.0,Erick Gutiérrez,4-3-3,Jorge Rojas,Match Report,,0,0,,0,1,2017,Pachuca
15,2016-11-05,17:00,Liga MX,Apertura 2016 Regular Season,Sat,Away,L,1,2,Cruz Azul,53.0,15994.0,Erick Gutiérrez,4-3-3,Paul Delgadillo,Match Report,,0,0,,0,0,2017,Pachuca
16,2016-11-19,19:06,Liga MX,Apertura 2016 Regular Season,Sat,Home,D,3,3,América,56.0,25375.0,Erick Gutiérrez,4-3-3,Óscar Macias,Match Report,,0,0,,1,1,2017,Pachuca
17,2016-11-24,19:30,Liga MX,Quarter-finals,Thu,Away,L,1,2,Necaxa,49.0,15270.0,Óscar Pérez Rojas,4-2-3-1,Erick Yair Miranda,Match Report,Leg 1 of 2,0,0,,0,0,2017,Pachuca
18,2016-11-27,20:06,Liga MX,Quarter-finals,Sun,Home,D,0,0,Necaxa,67.0,25385.0,Óscar Pérez Rojas,4-3-3,César Arturo Ramos,Match Report,Leg 2 of 2; Necaxa won,0,0,,0,0,2017,Pachuca
19,2017-01-07,19:06,Liga MX,Clausura 2017 Regular Season,Sat,Away,W,4,2,León,50.0,20509.0,Óscar Pérez Rojas,4-2-3-1,Alejandro Funk,Match Report,,0,0,,1,1,2017,Pachuca
20,2017-01-14,19:06,Liga MX,Clausura 2017 Regular Season,Sat,Home,W,1,0,Chiapas,52.0,24720.0,Óscar Pérez Rojas,4-4-1-1,Roberto Ríos Jacome,Match Report,,0,0,,0,0,2017,Pachuca
21,2017-01-21,21:00,Liga MX,Clausura 2017 Regular Season,Sat,Away,L,0,1,Necaxa,58.0,13723.0,Erick Gutiérrez,4-4-1-1,León Vicente Barajas,Match Report,,0,0,,0,0,2017,Pachuca
22,2017-01-28,19:06,Liga MX,Clausura 2017 Regular Season,Sat,Home,D,0,0,Toluca,50.0,26985.0,Erick Gutiérrez,4-1-4-1,Oscar Mejia,Match Report,,0,0,,0,0,2017,Pachuca
23,2017-02-05,12:00,Liga MX,Clausura 2017 Regular Season,Sun,Away,D,1,1,UNAM,50.0,31760.0,Erick Gutiérrez,4-1-4-1,Andonai Escobedo,Match Report,,0,0,,0,1,2017,Pachuca
24,2017-02-11,19:06,Liga MX,Clausura 2017 Regular Season,Sat,Home,W,1,0,UANL,45.0,26300.0,Erick Gutiérrez,4-1-4-1,Erick Yair Miranda,Match Report,,0,0,,0,0,2017,Pachuca
25,2017-02-18,19:00,Liga MX,Clausura 2017 Regular Season,Sat,Away,L,0,1,Monterrey,54.0,50899.0,Óscar Pérez Rojas,4-1-4-1,Diego Montaño,Match Report,,0,0,,0,0,2017,Pachuca
26,2017-02-25,19:06,Liga MX,Clausura 2017 Regular Season,Sat,Home,W,1,0,Veracruz,61.0,20539.0,Óscar Pérez Rojas,4-1-4-1,Jorge Rojas,Match Report,,0,0,,0,0,2017,Pachuca
27,2017-03-03,19:00,Liga MX,Clausura 2017 Regular Season,Fri,Away,W,3,2,Tijuana,57.0,27333.0,Erick Gutiérrez,4-4-2,César Arturo Ramos,Match Report,,0,0,,0,0,2017,Pachuca
28,2017-03-18,17:00,Liga MX,Clausura 2017 Regular Season,Sat,Away,L,0,3,Querétaro,50.0,18207.0,Óscar Murillo,4-4-2,Diego Montaño,Match Report,,0,0,,0,0,2017,Pachuca
29,2017-04-01,19:06,Liga MX,Clausura 2017 Regular Season,Sat,Home,D,0,0,Puebla,60.0,23694.0,Erick Gutiérrez,4-4-2,Óscar Macias,Match Report,,0,0,,0,1,2017,Pachuca
30,2017-04-09,18:00,Liga MX,Clausura 2017 Regular Season,Sun,Away,L,0,1,Santos,52.0,23507.0,Erick Gutiérrez,4-4-2,Andonai Escobedo,Match Report,,0,0,,0,0,2017,Pachuca
31,2017-04-12,21:06,Liga MX,Clausura 2017 Regular Season,Wed,Home,D,0,0,Morelia,50.0,26957.0,Erick Gutiérrez,4-4-1-1,Fernando Hernández,Match Report,,0,0,,0,0,2017,Pachuca
32,2017-04-15,19:06,Liga MX,Clausura 2017 Regular Season,Sat,Home,D,0,0,Guadalajara,51.0,26630.0,Óscar Pérez Rojas,4-4-1-1,Jorge Pérez,Match Report,,0,0,,0,0,2017,Pachuca
33,2017-04-22,19:00,Liga MX,Clausura 2017 Regular Season,Sat,Away,L,0,1,Atlas,53.0,30919.0,Óscar Pérez Rojas,4-4-1-1,Miguel Chacón,Match Report,,0,0,,0,0,2017,Pachuca
34,2017-04-29,19:06,Liga MX,Clausura 2017 Regular Season,Sat,Home,D,2,2,Cruz Azul,44.0,27512.0,Erick Gutiérrez,4-2-3-1,Eduardo Basulto,Match Report,,0,0,,0,0,2017,Pachuca
35,2017-05-06,21:00,Liga MX,Clausura 2017 Regular Season,Sat,Away,W,3,2,América,54.0,33482.0,Erick Gutiérrez,4-2-3-1,Óscar Macias,Match Report,,0,0,,0,0,2017,Pachuca
0,2016-07-17,18:00,Liga MX,Apertura 2016 Regular Season,Sun,Away,D,0,0,Santos,60.0,25297.0,Juninho,4-2-3-1,Jorge Pérez,Match Report,,0,0,,0,0,2017,UANL
1,2016-07-23,19:00,Liga MX,Apertura 2016 Regular Season,Sat,Home,D,0,0,Atlas,53.0,41203.0,Juninho,4-2-3-1,Luis Santander,Match Report,,0,0,,0,0,2017,UANL
2,2016-07-30,21:00,Liga MX,Apertura 2016 Regular Season,Sat,Away,W,3,0,América,53.0,39046.0,Juninho,4-2-3-1,Jorge Rojas,Match Report,,0,0,,0,0,2017,UANL
3,2016-08-06,19:00,Liga MX,Apertura 2016 Regular Season,Sat,Home,W,1,0,Chiapas,59.0,41397.0,Juninho,4-2-3-1,Miguel Chacón,Match Report,,0,0,,0,0,2017,UANL
4,2016-08-14,12:00,Liga MX,Apertura 2016 Regular Season,Sun,Away,D,0,0,Toluca,59.0,25582.0,Juninho,4-2-3-1,Roberto García,Match Report,,0,0,,0,0,2017,UANL
5,2016-08-20,19:00,Liga MX,Apertura 2016 Regular Season,Sat,Home,W,4,2,Pachuca,46.0,41469.0,Juninho,4-2-3-1,Fernando Hernández,Match Report,,0,0,,0,0,2017,UANL
6,2016-08-27,19:00,Liga MX,Apertura 2016 Regular Season,Sat,Home,D,1,1,Veracruz,67.0,41436.0,Juninho,4-2-3-1,Luis Santander,Match Report,,0,0,,0,0,2017,UANL
7,2016-09-10,19:00,Liga MX,Apertura 2016 Regular Season,Sat,Away,W,2,0,Morelia,54.0,27812.0,Juninho,4-2-3-1,Jorge Rojas,Match Report,,0,0,,0,0,2017,UANL
8,2016-09-17,19:00,Liga MX,Apertura 2016 Regular Season,Sat,Home,W,2,1,Puebla,65.0,41534.0,Juninho,4-2-3-1,Paul Delgadillo,Match Report,,0,0,,1,1,2017,UANL
9,2016-09-20,19:00,Liga MX,Apertura 2016 Regular Season,Tue,Away,W,1,0,Guadalajara,42.0,32018.0,Juninho,4-2-3-1,Roberto García,Match Report,,0,0,,0,0,2017,UANL
10,2016-09-24,19:00,Liga MX,Apertura 2016 Regular Season,Sat,Home,D,0,0,Cruz Azul,54.0,41563.0,Juninho,4-2-3-1,Jorge Pérez,Match Report,,0,0,,0,0,2017,UANL
11,2016-10-01,19:06,Liga MX,Apertura 2016 Regular Season,Sat,Away,L,2,3,León,62.0,25358.0,Juninho,4-2-3-1,Óscar Macias,Match Report,,0,0,,0,1,2017,UANL
12,2016-10-15,19:00,Liga MX,Apertura 2016 Regular Season,Sat,Home,L,0,2,Necaxa,66.0,41396.0,Juninho,4-2-3-1,Erick Yair Miranda,Match Report,,0,0,,0,0,2017,UANL
13,2016-10-23,12:00,Liga MX,Apertura 2016 Regular Season,Sun,Away,W,3,1,UNAM,66.0,34087.0,Juninho,4-2-3-1,Jorge Pérez,Match Report,,0,0,,0,0,2017,UANL
14,2016-10-29,20:00,Liga MX,Apertura 2016 Regular Season,Sat,Home,D,1,1,Monterrey,52.0,41537.0,Juninho,4-2-3-1,Fernando Guerrero,Match Report,,0,0,,0,0,2017,UANL
15,2016-11-04,20:00,Liga MX,Apertura 2016 Regular Season,Fri,Away,W,1,0,Tijuana,42.0,27333.0,Juninho,4-1-3-2,César Arturo Ramos,Match Report,,0,0,,0,0,2017,UANL
16,2016-11-19,19:00,Liga MX,Apertura 2016 Regular Season,Sat,Home,L,1,2,Querétaro,69.0,41315.0,Juninho,4-1-3-2,Alfredo Peñaloza,Match Report,,0,0,,0,0,2017,UANL
17,2016-11-23,21:30,Liga MX,Quarter-finals,Wed,Away,D,2,2,UNAM,38.0,34835.0,Juninho,4-4-2,Jorge Rojas,Match Report,Leg 1 of 2,0,0,,0,0,2017,UANL
18,2016-11-26,19:00,Liga MX,Quarter-finals,Sat,Home,W,5,0,UNAM,51.0,41469.0,Juninho,4-4-2,Fernando Guerrero,Match Report,Leg 2 of 2; UANL won,0,0,,0,0,2017,UANL
19,2016-11-30,20:36,Liga MX,Semi-finals,Wed,Away,W,1,0,León,56.0,26533.0,Juninho,4-4-2,Paul Delgadillo,Match Report,Leg 1 of 2,0,0,,0,0,2017,UANL
20,2016-12-03,19:00,Liga MX,Semi-finals,Sat,Home,W,2,1,León,43.0,41523.0,Juninho,4-2-3-1,César Arturo Ramos,Match Report,Leg 2 of 2; UANL won,0,0,,0,0,2017,UANL
21,2016-12-22,21:00,Liga MX,Finals,Thu,Away,D,1,1,América,48.0,71708.0,Juninho,4-2-3-1,Paul Delgadillo,Match Report,Leg 1 of 2,0,0,,0,0,2017,UANL
22,2016-12-25,18:30,Liga MX,Finals,Sun,Home,D,1 (3),1 (0),América,56.0,41615.0,Juninho,4-2-3-1,Jorge Rojas,Match Report,Leg 2 of 2; UANL won; UANL won on penalty kicks following extra time,0,0,,0,0,2017,UANL
23,2017-01-07,19:00,Liga MX,Clausura 2017 Regular Season,Sat,Home,D,0,0,Santos,66.0,41116.0,Juninho,4-4-2,Oscar Mejia,Match Report,,0,0,,0,0,2017,UANL
24,2017-01-14,19:00,Liga MX,Clausura 2017 Regular Season,Sat,Away,L,0,2,Atlas,57.0,43779.0,Juninho,4-4-2,Diego Montaño,Match Report,,0,0,,0,0,2017,UANL
25,2017-01-21,19:00,Liga MX,Clausura 2017 Regular Season,Sat,Home,W,4,2,América,51.0,41394.0,Juninho,4-4-2,Luis Santander,Match Report,,0,0,,0,0,2017,UANL
26,2017-01-29,17:00,Liga MX,Clausura 2017 Regular Season,Sun,Away,L,0,1,Chiapas,64.0,25345.0,Juninho,4-4-2,Marco Antonio Nava,Match Report,,0,0,,0,0,2017,UANL
27,2017-02-04,19:00,Liga MX,Clausura 2017 Regular Season,Sat,Home,L,0,1,Toluca,68.0,41539.0,Juninho,4-4-2,Jorge Pérez,Match Report,,0,0,,0,0,2017,UANL
28,2017-02-11,19:06,Liga MX,Clausura 2017 Regular Season,Sat,Away,L,0,1,Pachuca,55.0,26300.0,Juninho,4-4-2,Erick Yair Miranda,Match Report,,0,0,,0,0,2017,UANL
29,2017-02-17,21:00,Liga MX,Clausura 2017 Regular Season,Fri,Away,W,3,0,Veracruz,55.0,25033.0,Juninho,4-2-3-1,Óscar Macias,Match Report,,0,0,,0,0,2017,UANL
30,2017-02-25,19:00,Liga MX,Clausura 2017 Regular Season,Sat,Home,D,1,1,Morelia,58.0,41296.0,Juninho,4-2-3-1,Alfredo Peñaloza,Match Report,,0,0,,0,0,2017,UANL
31,2017-03-05,12:00,Liga MX,Clausura 2017 Regular Season,Sun,Away,W,2,0,Puebla,59.0,41625.0,Guido Pizarro,4-2-3-1,Miguel Flores,Match Report,,0,0,,0,0,2017,UANL
32,2017-03-18,17:00,Liga MX,Clausura 2017 Regular Season,Sat,Away,D,0,0,Cruz Azul,43.0,26130.0,Juninho,4-2-3-1,Fernando Hernández,Match Report,,0,0,,0,0,2017,UANL
33,2017-04-01,19:00,Liga MX,Clausura 2017 Regular Season,Sat,Home,L,0,1,León,70.0,41291.0,Juninho,4-2-3-1,Roberto Ríos Jacome,Match Report,,0,0,,0,0,2017,UANL
34,2017-04-08,21:00,Liga MX,Clausura 2017 Regular Season,Sat,Away,D,1,1,Necaxa,61.0,20498.0,Guido Pizarro,4-2-3-1,Diego Montaño,Match Report,,0,0,,0,0,2017,UANL
35,2017-04-11,21:00,Liga MX,Clausura 2017 Regular Season,Tue,Home,W,3,0,Guadalajara,49.0,41371.0,Juninho,4-2-3-1,Eduardo Basulto,Match Report,,0,0,,0,0,2017,UANL
36,2017-04-15,19:00,Liga MX,Clausura 2017 Regular Season,Sat,Home,W,4,0,UNAM,54.0,41396.0,Juninho,4-2-3-1,Luis Santander,Match Report,,0,0,,0,0,2017,UANL
37,2017-04-22,19:00,Liga MX,Clausura 2017 Regular Season,Sat,Away,L,0,1,Monterrey,65.0,52237.0,Juninho,4-2-3-1,Roberto García,Match Report,,0,0,,0,0,2017,UANL
38,2017-04-29,19:00,Liga MX,Clausura 2017 Regular Season,Sat,Home,W,3,0,Tijuana,67.0,41217.0,Juninho,4-2-3-1,Jorge Pérez,Match Report,,0,0,,0,0,2017,UANL
39,2017-05-06,17:00,Liga MX,Clausura 2017 Regular Season,Sat,Away,W,5,1,Querétaro,65.0,29538.0,Juninho,4-2-3-1,Erick Yair Miranda,Match Report,,0,0,,0,0,2017,UANL
40,2017-05-10,19:30,Liga MX,Quarter-finals,Wed,Home,W,4,1,Monterrey,52.0,41612.0,Juninho,4-2-3-1,César Arturo Ramos,Match Report,Leg 1 of 2,0,0,,0,0,2017,UANL
41,2017-05-13,19:00,Liga MX,Quarter-finals,Sat,Away,W,2,0,Monterrey,52.0,52969.0,Juninho,4-2-3-1,Fernando Hernández,Match Report,Leg 2 of 2; UANL won,0,0,,0,0,2017,UANL
42,2017-05-18,21:30,Liga MX,Semi-finals,Thu,Home,W,2,0,Tijuana,65.0,41426.0,Juninho,4-2-3-1,Marco Antonio Nava,Match Report,Leg 1 of 2,0,0,,0,0,2017,UANL
43,2017-05-21,18:00,Liga MX,Semi-finals,Sun,Away,W,2,0,Tijuana,57.0,41426.0,Juninho,4-2-3-1,Jorge Pérez,Match Report,Leg 2 of 2; UANL won,0,0,,0,0,2017,UANL
44,2017-05-25,21:00,Liga MX,Finals,Thu,Home,D,2,2,Guadalajara,58.0,41615.0,Juninho,4-1-4-1,Óscar Macias,Match Report,Leg 1 of 2,0,0,,0,0,2017,UANL
45,2017-05-28,18:06,Liga MX,Finals,Sun,Away,L,1,2,Guadalajara,52.0,45033.0,Juninho,4-4-2,Luis Santander,Match Report,Leg 2 of 2; Guadalajara won,0,0,,0,0,2017,UANL
0,2016-07-17,12:00,Liga MX,Apertura 2016 Regular Season,Sun,Away,L,0,1,UNAM,61.0,44505.0,Carlos Salcido,4-2-3-1,César Arturo Ramos,Match Report,,0,0,,0,1,2017,Guadalajara
1,2016-07-23,21:00,Liga MX,Apertura 2016 Regular Season,Sat,Home,W,1,0,Monterrey,63.0,38810.0,Carlos Salcido,4-2-3-1,Jorge Rojas,Match Report,,0,0,,0,0,2017,Guadalajara
2,2016-07-29,19:00,Liga MX,Apertura 2016 Regular Season,Fri,Away,L,0,4,Tijuana,66.0,27333.0,Carlos Salcido,4-2-3-1,Alfredo Peñaloza,Match Report,,0,0,,0,0,2017,Guadalajara
3,2016-08-06,21:00,Liga MX,Apertura 2016 Regular Season,Sat,Home,D,0,0,Querétaro,70.0,31610.0,Carlos Salcido,4-2-3-1,Eduardo Basulto,Match Report,,0,0,,0,0,2017,Guadalajara
4,2016-08-14,18:00,Liga MX,Apertura 2016 Regular Season,Sun,Away,W,1,0,Santos,58.0,21754.0,Carlos Salcedo,4-2-3-1,Fernando Guerrero,Match Report,,0,0,,0,1,2017,Guadalajara
5,2016-08-20,21:06,Liga MX,Apertura 2016 Regular Season,Sat,Home,D,2,2,Atlas,59.0,35249.0,Jair Pereira,4-2-3-1,Roberto García,Match Report,,0,0,,1,1,2017,Guadalajara
6,2016-08-27,21:00,Liga MX,Apertura 2016 Regular Season,Sat,Away,W,3,0,América,46.0,61561.0,Jair Pereira,4-2-3-1,Marco Antonio Nava,Match Report,,0,0,,0,0,2017,Guadalajara
7,2016-09-10,21:06,Liga MX,Apertura 2016 Regular Season,Sat,Home,W,2,0,Chiapas,60.0,27004.0,Jesús Sánchez García,4-2-3-1,César Arturo Ramos,Match Report,,0,0,,0,0,2017,Guadalajara
8,2016-09-17,16:00,Liga MX,Apertura 2016 Regular Season,Sat,Away,L,1,2,Toluca,63.0,25072.0,Jesús Sánchez García,4-2-3-1,Erick Yair Miranda,Match Report,,0,0,,0,0,2017,Guadalajara
9,2016-09-20,19:00,Liga MX,Apertura 2016 Regular Season,Tue,Home,L,0,1,UANL,58.0,32018.0,Carlos Salcido,4-4-2,Roberto García,Match Report,,0,0,,0,0,2017,Guadalajara
10,2016-09-23,21:00,Liga MX,Apertura 2016 Regular Season,Fri,Away,W,1,0,Veracruz,59.0,20031.0,Carlos Salcido,4-2-3-1,Óscar Macias,Match Report,,0,0,,0,0,2017,Guadalajara
11,2016-10-01,21:00,Liga MX,Apertura 2016 Regular Season,Sat,Home,W,2,1,Morelia,62.0,28569.0,Carlos Salcido,4-2-3-1,Jorge Rojas,Match Report,,0,0,,1,1,2017,Guadalajara
12,2016-10-16,18:00,Liga MX,Apertura 2016 Regular Season,Sun,Away,W,2,0,Puebla,77.0,35285.0,Carlos Salcido,4-2-3-1,Paul Delgadillo,Match Report,,0,0,,1,1,2017,Guadalajara
13,2016-10-23,20:00,Liga MX,Apertura 2016 Regular Season,Sun,Home,L,1,2,Pachuca,70.0,30912.0,Carlos Salcido,4-2-3-1,Erick Yair Miranda,Match Report,,0,0,,0,0,2017,Guadalajara
14,2016-10-29,21:06,Liga MX,Apertura 2016 Regular Season,Sat,Home,W,3,2,Cruz Azul,65.0,37851.0,Carlos Salcido,4-2-3-1,Roberto García,Match Report,,0,0,,1,1,2017,Guadalajara
15,2016-11-05,19:06,Liga MX,Apertura 2016 Regular Season,Sat,Away,D,1,1,León,67.0,27308.0,Carlos Salcido,4-2-3-1,Marco Antonio Nava,Match Report,,0,0,,0,1,2017,Guadalajara
16,2016-11-19,21:00,Liga MX,Apertura 2016 Regular Season,Sat,Home,D,1,1,Necaxa,73.0,38633.0,Jair Pereira,4-2-3-1,Fernando Guerrero,Match Report,,0,0,,0,0,2017,Guadalajara
17,2016-11-24,21:30,Liga MX,Quarter-finals,Thu,Away,D,1,1,América,60.0,55662.0,Carlos Salcido,4-4-1-1,Paul Delgadillo,Match Report,Leg 1 of 2,0,0,,1,1,2017,Guadalajara
18,2016-11-27,18:06,Liga MX,Quarter-finals,Sun,Home,L,0,1,América,61.0,41560.0,Carlos Salcido,4-4-1-1,Roberto García,Match Report,Leg 2 of 2; América won,0,0,,0,0,2017,Guadalajara
19,2017-01-07,21:06,Liga MX,Clausura 2017 Regular Season,Sat,Home,W,2,1,UNAM,59.0,36705.0,Jair Pereira,4-2-3-1,Fernando Hernández,Match Report,,0,0,,0,0,2017,Guadalajara
20,2017-01-14,19:00,Liga MX,Clausura 2017 Regular Season,Sat,Away,D,2,2,Monterrey,36.0,51060.0,Jair Pereira,4-2-3-1,Erick Yair Miranda,Match Report,,0,0,,0,0,2017,Guadalajara
21,2017-01-21,21:06,Liga MX,Clausura 2017 Regular Season,Sat,Home,L,0,1,Tijuana,62.0,35412.0,Carlos Salcido,4-2-3-1,Jonathan Hernández,Match Report,,0,0,,0,0,2017,Guadalajara
22,2017-01-28,17:00,Liga MX,Clausura 2017 Regular Season,Sat,Away,W,1,0,Querétaro,59.0,30578.0,Jair Pereira,4-4-1-1,Diego Montaño,Match Report,,0,0,,0,0,2017,Guadalajara
23,2017-02-05,16:00,Liga MX,Clausura 2017 Regular Season,Sun,Home,D,1,1,Santos,67.0,29931.0,Jair Pereira,4-4-1-1,Fernando Hernández,Match Report,,0,0,,0,0,2017,Guadalajara
24,2017-02-11,19:00,Liga MX,Clausura 2017 Regular Season,Sat,Away,W,2,1,Atlas,52.0,53219.0,Jair Pereira,4-4-1-1,César Arturo Ramos,Match Report,,0,0,,1,1,2017,Guadalajara
